pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure
35.0,31.2,400.0,20.3,9.3,59.0,99,2025-10-30 00:00:00,,,,
36.8,32.6,315.0,13.7,8.6,69.0,97,2025-10-30 01:00:00,,,,
36.4,32.2,257.0,8.8,8.1,75.0,96,2025-10-30 02:00:00,,,,
35.4,31.1,221.0,6.6,7.8,76.0,94,2025-10-30 03:00:00,,,,
34.0,29.5,212.0,6.1,7.8,73.0,93,2025-10-30 04:00:00,,,,
40.2,35.3,283.0,7.4,9.6,75.0,91,2025-10-30 05:00:00,,,,
39.5,34.5,528.0,12.6,10.6,68.0,90,2025-10-30 06:00:00,,,,
40.3,35.2,854.0,19.4,12.0,58.0,89,2025-10-30 07:00:00,,,,
41.9,37.0,1026.0,22.6,12.9,59.0,88,2025-10-30 08:00:00,,,,
42.3,34.9,895.0,18.5,13.0,79.0,87,2025-10-30 09:00:00,,,,
39.9,31.8,611.0,10.8,12.7,108.0,86,2025-10-30 10:00:00,,,,
31.8,27.4,394.0,4.9,12.1,131.0,85,2025-10-30 11:00:00,,,,
28.2,25.0,334.0,3.1,11.3,140.0,85,2025-10-30 12:00:00,,,,
27.3,24.2,341.0,3.1,10.2,143.0,84,2025-10-30 13:00:00,,,,
27.1,23.9,362.0,3.7,9.5,143.0,84,2025-10-30 14:00:00,,,,
27.8,24.3,387.0,4.0,9.2,142.0,84,2025-10-30 15:00:00,,,,
28.3,24.6,427.0,5.0,9.3,138.0,85,2025-10-30 16:00:00,,,,
32.1,28.4,457.0,8.3,9.8,128.0,85,2025-10-30 17:00:00,,,,
35.2,32.1,466.0,16.2,11.0,111.0,95,2025-10-30 18:00:00,,,,
38.2,34.9,465.0,26.9,12.8,88.0,95,2025-10-30 19:00:00,,,,
41.4,38.0,465.0,34.7,14.1,70.0,88,2025-10-30 20:00:00,,,,
44.1,40.6,478.0,37.4,14.7,60.0,89,2025-10-30 21:00:00,,,,
43.7,40.0,492.0,37.0,14.9,56.0,90,2025-10-30 22:00:00,,,,
41.1,37.4,484.0,33.9,14.9,57.0,92,2025-10-30 23:00:00,,,,
38.6,34.9,429.0,26.5,14.7,67.0,92,2025-10-31 00:00:00,,,,
38.1,34.0,350.0,16.3,14.3,83.0,93,2025-10-31 01:00:00,,,,
39.1,34.9,298.0,8.7,14.1,95.0,93,2025-10-31 02:00:00,,,,
40.7,36.3,249.0,5.3,14.1,99.0,93,2025-10-31 03:00:00,,,,
42.5,37.7,226.0,4.5,14.3,99.0,94,2025-10-31 04:00:00,,,,
44.5,39.0,343.0,8.6,14.4,83.0,94,2025-10-31 05:00:00,,,,
46.6,40.7,772.0,16.7,15.5,73.0,95,2025-10-31 06:00:00,,,,
50.8,44.5,1341.0,27.5,17.1,62.0,95,2025-10-31 07:00:00,,,,
54.8,48.9,1645.0,33.0,18.5,61.0,96,2025-10-31 08:00:00,,,,
58.4,49.7,1425.0,27.9,20.0,83.0,97,2025-10-31 09:00:00,,,,
65.7,50.3,940.0,17.5,21.5,117.0,98,2025-10-31 10:00:00,,,,
79.4,50.5,566.0,9.3,21.6,142.0,100,2025-10-31 11:00:00,,,,
83.6,48.7,457.0,5.9,19.3,150.0,102,2025-10-31 12:00:00,,,,
76.6,47.4,459.0,4.7,15.6,150.0,105,2025-10-31 13:00:00,,,,
69.4,45.9,488.0,5.0,12.9,147.0,107,2025-10-31 14:00:00,,,,
63.3,44.0,472.0,4.4,11.6,145.0,110,2025-10-31 15:00:00,,,,
59.1,43.1,483.0,5.3,11.3,139.0,112,2025-10-31 16:00:00,,,,
73.6,53.9,649.0,15.3,15.3,126.0,114,2025-10-31 17:00:00,,,,
95.2,80.1,1150.0,38.3,20.6,95.0,116,2025-10-31 18:00:00,,,,
107.1,93.1,1807.0,69.8,28.0,53.0,121,2025-10-31 19:00:00,,,,
106.9,93.6,2213.0,91.0,33.1,22.0,127,2025-10-31 20:00:00,,,,
107.8,95.7,2161.0,92.4,34.4,13.0,133,2025-10-31 21:00:00,,,,
105.2,95.0,1858.0,83.5,33.5,15.0,139,2025-10-31 22:00:00,,,,
105.0,95.5,1516.0,74.6,31.4,17.0,145,2025-10-31 23:00:00,,,,
106.4,96.4,1153.0,68.5,27.9,15.0,150,2025-11-01 00:00:00,,,,
105.2,95.7,752.0,62.5,23.2,13.0,151,2025-11-01 01:00:00,,,,
98.3,91.3,474.0,58.2,19.4,12.0,153,2025-11-01 02:00:00,,,,
88.5,82.0,366.0,56.9,17.2,13.0,154,2025-11-01 03:00:00,,,,
81.3,74.5,381.0,57.4,15.8,16.0,155,2025-11-01 04:00:00,,,,
77.1,70.1,539.0,56.3,15.4,18.0,156,2025-11-01 05:00:00,,,,
75.7,68.9,950.0,57.7,16.4,13.0,157,2025-11-01 06:00:00,,,,
80.3,73.8,1503.0,59.1,17.9,9.0,157,2025-11-01 07:00:00,,,,
86.8,81.5,1886.0,55.9,20.8,17.0,158,2025-11-01 08:00:00,,,,
88.2,82.0,1958.0,44.0,26.9,50.0,159,2025-11-01 09:00:00,,,,
81.5,69.8,1861.0,27.5,34.3,97.0,159,2025-11-01 10:00:00,,,,
80.8,62.6,1707.0,14.8,38.1,135.0,160,2025-11-01 11:00:00,,,,
78.5,59.4,1496.0,8.9,35.1,156.0,160,2025-11-01 12:00:00,,,,
72.6,55.8,1228.0,6.7,28.5,169.0,160,2025-11-01 13:00:00,,,,
66.6,52.0,1023.0,7.2,23.5,175.0,160,2025-11-01 14:00:00,,,,
62.6,49.5,913.0,8.4,22.1,176.0,160,2025-11-01 15:00:00,,,,
59.8,47.7,864.0,12.3,22.1,169.0,161,2025-11-01 16:00:00,,,,
65.0,53.4,896.0,20.3,23.9,153.0,161,2025-11-01 17:00:00,,,,
79.2,71.5,1068.0,43.2,23.7,116.0,161,2025-11-01 18:00:00,,,,
80.3,73.3,1321.0,74.6,23.6,66.0,160,2025-11-01 19:00:00,,,,
80.1,73.1,1495.0,97.4,24.6,27.0,160,2025-11-01 20:00:00,,,,
85.4,77.8,1534.0,103.9,28.2,13.0,160,2025-11-01 21:00:00,,,,
94.3,86.1,1494.0,101.9,32.8,10.0,159,2025-11-01 22:00:00,,,,
97.8,89.9,1382.0,97.2,34.8,10.0,159,2025-11-01 23:00:00,,,,
95.0,88.0,1151.0,90.6,31.5,9.0,159,2025-11-02 00:00:00,,,,
91.0,84.5,849.0,81.4,25.6,10.0,159,2025-11-02 01:00:00,,,,
87.1,81.0,620.0,73.3,21.0,11.0,158,2025-11-02 02:00:00,,,,
80.3,75.0,489.0,67.5,19.1,12.0,158,2025-11-02 03:00:00,,,,
70.5,65.2,432.0,62.9,18.5,14.0,158,2025-11-02 04:00:00,,,,
66.8,61.7,523.0,59.7,17.7,12.0,158,2025-11-02 05:00:00,,,,
63.1,58.2,912.0,61.0,19.1,10.0,158,2025-11-02 06:00:00,,,,
67.1,62.4,1449.0,62.1,21.3,9.0,157,2025-11-02 07:00:00,,,,
72.2,67.8,1761.0,58.4,25.6,20.0,157,2025-11-02 08:00:00,,,,
71.7,66.8,1634.0,45.4,34.7,54.0,157,2025-11-02 09:00:00,,,,
62.2,53.9,1282.0,27.6,45.8,101.0,157,2025-11-02 10:00:00,,,,
46.4,39.1,973.0,14.0,51.9,139.0,156,2025-11-02 11:00:00,,,,
40.0,34.1,792.0,8.0,48.4,161.0,156,2025-11-02 12:00:00,,,,
40.5,34.8,653.0,6.1,39.8,174.0,155,2025-11-02 13:00:00,,,,
42.4,36.6,567.0,7.0,32.6,178.0,155,2025-11-02 14:00:00,,,,
44.0,38.1,527.0,10.9,29.5,171.0,154,2025-11-02 15:00:00,,,,
45.3,39.2,541.0,17.6,27.8,156.0,154,2025-11-02 16:00:00,,,,
49.4,43.3,641.0,24.4,27.0,133.0,154,2025-11-02 17:00:00,,,,
55.1,49.2,916.0,31.5,24.4,107.0,154,2025-11-02 18:00:00,,,,
56.7,49.7,1278.0,41.3,20.8,70.0,153,2025-11-02 19:00:00,,,,
56.5,48.2,1490.0,47.9,17.9,43.0,153,2025-11-02 20:00:00,,,,
56.3,47.3,1429.0,48.9,16.4,33.0,152,2025-11-02 21:00:00,,,,
56.7,46.9,1219.0,46.7,15.6,32.0,151,2025-11-02 22:00:00,,,,
56.8,46.6,996.0,43.0,14.7,34.0,151,2025-11-02 23:00:00,,,,
55.3,45.1,776.0,37.8,13.3,37.0,148,2025-11-03 00:00:00,,,,
52.4,41.9,544.0,31.1,11.7,42.0,144,2025-11-03 01:00:00,,,,
48.9,38.3,385.0,25.0,10.5,46.0,140,2025-11-03 02:00:00,,,,
45.9,34.3,304.0,19.2,9.6,50.0,135,2025-11-03 03:00:00,,,,
44.4,31.4,297.0,14.0,9.1,53.0,131,2025-11-03 04:00:00,,,,
42.0,28.8,436.0,11.9,8.5,53.0,127,2025-11-03 05:00:00,,,,
44.6,29.2,891.0,20.9,10.2,43.0,124,2025-11-03 06:00:00,,,,
51.3,34.6,1492.0,33.0,12.5,29.0,121,2025-11-03 07:00:00,,,,
56.5,40.0,1797.0,39.2,14.9,26.0,118,2025-11-03 08:00:00,,,,
63.3,36.0,1517.0,34.0,17.5,43.0,115,2025-11-03 09:00:00,,,,
67.1,34.5,941.0,22.9,20.2,71.0,112,2025-11-03 10:00:00,,,,
68.2,33.1,495.0,13.8,21.5,93.0,110,2025-11-03 11:00:00,,,,
67.8,31.3,354.0,9.4,20.6,104.0,109,2025-11-03 12:00:00,,,,
67.3,30.5,342.0,7.0,18.3,110.0,109,2025-11-03 13:00:00,,,,
68.0,30.6,356.0,6.2,16.5,110.0,109,2025-11-03 14:00:00,,,,
68.2,30.6,359.0,6.9,15.8,104.0,108,2025-11-03 15:00:00,,,,
66.6,30.4,387.0,9.2,15.6,93.0,107,2025-11-03 16:00:00,,,,
58.8,28.1,447.0,13.5,15.3,77.0,106,2025-11-03 17:00:00,,,,
54.0,29.6,562.0,21.5,14.7,65.0,105,2025-11-03 18:00:00,,,,
54.6,31.7,709.0,32.4,13.9,48.0,103,2025-11-03 19:00:00,,,,
54.1,32.1,828.0,39.8,13.1,37.0,101,2025-11-03 20:00:00,,,,
52.9,31.7,915.0,40.9,12.5,35.0,99,2025-11-03 21:00:00,,,,
51.9,31.1,973.0,38.4,11.9,38.0,98,2025-11-03 22:00:00,,,,
51.7,31.2,952.0,34.5,11.1,42.0,96,2025-11-03 23:00:00,,,,
52.2,30.6,788.0,28.6,9.8,48.0,95,2025-11-04 00:00:00,,,,
49.1,28.2,545.0,21.3,8.3,56.0,94,2025-11-04 01:00:00,,,,
46.2,26.7,363.0,16.0,7.3,60.0,93,2025-11-04 02:00:00,,,,
45.9,26.8,292.0,14.0,7.1,57.0,92,2025-11-04 03:00:00,,,,
46.9,28.6,282.0,13.9,7.5,49.0,91,2025-11-04 04:00:00,,,,
39.7,25.3,326.0,13.5,8.2,46.0,91,2025-11-04 05:00:00,,,,
41.1,26.4,471.0,19.9,9.7,37.0,90,2025-11-04 06:00:00,,,,
44.4,30.6,670.0,28.6,11.9,26.0,90,2025-11-04 07:00:00,,,,
46.6,34.8,769.0,33.3,13.8,25.0,90,2025-11-04 08:00:00,,,,
46.9,33.1,670.0,30.7,15.3,45.0,89,2025-11-04 09:00:00,,,,
49.4,29.6,471.0,24.1,16.6,75.0,89,2025-11-04 10:00:00,,,,
49.4,25.3,318.0,17.8,17.0,100.0,89,2025-11-04 11:00:00,,,,
50.8,23.3,265.0,12.4,16.0,114.0,88,2025-11-04 12:00:00,,,,
48.3,23.9,257.0,7.2,14.3,123.0,87,2025-11-04 13:00:00,,,,
45.1,23.7,273.0,4.9,13.0,126.0,87,2025-11-04 14:00:00,,,,
42.7,23.2,317.0,7.0,12.9,123.0,86,2025-11-04 15:00:00,,,,
41.4,22.9,385.0,12.0,13.3,114.0,85,2025-11-04 16:00:00,,,,
29.6,21.0,449.0,19.9,13.5,99.0,85,2025-11-04 17:00:00,,,,
38.2,29.5,510.0,27.3,13.7,83.0,84,2025-11-04 18:00:00,,,,
43.2,32.7,567.0,37.2,14.0,62.0,84,2025-11-04 19:00:00,,,,
47.1,33.6,582.0,42.9,14.3,47.0,84,2025-11-04 20:00:00,,,,
48.2,33.2,526.0,40.2,14.8,46.0,84,2025-11-04 21:00:00,,,,
44.0,30.9,428.0,33.2,15.3,51.0,84,2025-11-04 22:00:00,,,,
44.6,29.0,345.0,27.3,15.3,54.0,84,2025-11-04 23:00:00,,,,
50.3,29.9,296.0,24.6,14.3,51.0,84,2025-11-05 00:00:00,,,,
49.2,30.2,261.0,23.1,12.8,46.0,84,2025-11-05 01:00:00,,,,
41.2,28.3,237.0,21.8,11.5,42.0,84,2025-11-05 02:00:00,,,,
31.4,25.2,193.0,19.9,10.6,41.0,84,2025-11-05 03:00:00,,,,
24.6,21.9,160.0,18.3,9.9,42.0,84,2025-11-05 04:00:00,,,,
28.0,21.1,221.0,18.5,9.9,39.0,84,2025-11-05 05:00:00,,,,
24.0,19.6,470.0,25.1,11.0,37.0,83,2025-11-05 06:00:00,,,,
26.2,22.7,813.0,33.7,12.4,36.0,83,2025-11-05 07:00:00,,,,
30.0,26.9,1058.0,37.5,13.4,43.0,82,2025-11-05 08:00:00,,,,
32.2,28.6,1129.0,31.8,13.6,66.0,81,2025-11-05 09:00:00,,,,
33.9,26.0,1101.0,21.1,13.2,97.0,81,2025-11-05 10:00:00,,,,
34.9,19.7,1006.0,12.4,12.6,121.0,81,2025-11-05 11:00:00,,,,
43.0,20.8,788.0,7.9,11.2,130.0,80,2025-11-05 12:00:00,,,,
42.6,20.5,502.0,5.2,9.6,131.0,80,2025-11-05 13:00:00,,,,
42.1,20.4,346.0,4.8,8.9,130.0,80,2025-11-05 14:00:00,,,,
42.3,20.6,412.0,5.6,10.1,129.0,79,2025-11-05 15:00:00,,,,
42.0,21.0,609.0,8.5,12.2,124.0,79,2025-11-05 16:00:00,,,,
41.2,22.3,856.0,13.6,11.1,109.0,79,2025-11-05 17:00:00,,,,
57.5,44.2,1126.0,38.8,13.0,81.0,79,2025-11-05 18:00:00,,,,
64.3,54.2,1448.0,73.5,15.7,43.0,80,2025-11-05 19:00:00,,,,
65.2,54.4,1826.0,99.1,18.4,15.0,82,2025-11-05 20:00:00,,,,
68.7,56.3,2412.0,107.2,21.4,6.0,84,2025-11-05 21:00:00,,,,
76.6,61.9,3054.0,106.2,24.3,6.0,86,2025-11-05 22:00:00,,,,
83.4,67.3,3308.0,102.4,25.7,7.0,89,2025-11-05 23:00:00,,,,
84.3,69.2,2855.0,97.3,24.5,6.0,92,2025-11-06 00:00:00,,,,
78.2,65.7,2014.0,89.6,21.7,5.0,96,2025-11-06 01:00:00,,,,
69.8,60.1,1292.0,81.1,18.8,5.0,99,2025-11-06 02:00:00,,,,
63.1,55.3,818.0,71.8,15.7,4.0,102,2025-11-06 03:00:00,,,,
57.3,50.8,463.0,61.9,12.6,4.0,105,2025-11-06 04:00:00,,,,
63.6,53.7,351.0,68.3,17.0,5.0,108,2025-11-06 05:00:00,,,,
57.7,49.9,665.0,64.7,17.6,2.0,111,2025-11-06 06:00:00,,,,
63.8,56.5,1222.0,59.5,18.8,0.0,115,2025-11-06 07:00:00,,,,
74.5,69.2,1600.0,53.6,22.6,10.0,118,2025-11-06 08:00:00,,,,
72.2,62.2,1604.0,47.1,32.1,48.0,123,2025-11-06 09:00:00,,,,
71.0,50.6,1429.0,39.9,44.1,100.0,126,2025-11-06 10:00:00,,,,
70.1,46.4,1236.0,32.4,50.9,141.0,129,2025-11-06 11:00:00,,,,
65.0,40.7,1059.0,23.4,47.6,163.0,131,2025-11-06 12:00:00,,,,
57.5,36.3,864.0,14.2,39.1,174.0,133,2025-11-06 13:00:00,,,,
55.1,35.9,709.0,8.9,32.0,178.0,135,2025-11-06 14:00:00,,,,
54.5,36.1,603.0,9.5,29.0,176.0,137,2025-11-06 15:00:00,,,,
54.1,36.1,537.0,13.9,27.3,166.0,138,2025-11-06 16:00:00,,,,
61.5,44.6,547.0,20.0,32.4,167.0,140,2025-11-06 17:00:00,,,,
67.3,52.4,681.0,28.4,28.8,139.0,142,2025-11-06 18:00:00,,,,
70.1,54.0,891.0,40.1,24.0,99.0,144,2025-11-06 19:00:00,,,,
72.4,53.9,1070.0,50.7,20.6,66.0,143,2025-11-06 20:00:00,,,,
74.3,53.9,1206.0,59.2,20.5,45.0,143,2025-11-06 21:00:00,,,,
78.5,56.6,1311.0,66.5,21.8,31.0,143,2025-11-06 22:00:00,,,,
85.7,61.5,1308.0,70.4,22.5,21.0,142,2025-11-06 23:00:00,,,,
86.6,63.3,1117.0,69.7,21.4,16.0,142,2025-11-07 00:00:00,,,,
81.7,60.5,819.0,65.6,19.6,15.0,141,2025-11-07 01:00:00,,,,
77.1,55.3,575.0,59.3,17.9,17.0,140,2025-11-07 02:00:00,,,,
73.3,50.5,408.0,48.6,16.2,23.0,140,2025-11-07 03:00:00,,,,
70.3,46.3,295.0,35.7,14.6,32.0,139,2025-11-07 04:00:00,,,,
63.8,41.2,336.0,23.1,12.2,45.0,139,2025-11-07 05:00:00,,,,
62.4,40.5,685.0,31.9,13.3,35.0,138,2025-11-07 06:00:00,,,,
65.9,45.2,1188.0,43.5,14.9,22.0,137,2025-11-07 07:00:00,,,,
70.5,51.8,1477.0,48.8,17.4,23.0,136,2025-11-07 08:00:00,,,,
75.2,51.5,1344.0,41.9,21.8,52.0,134,2025-11-07 09:00:00,,,,
81.0,49.2,998.0,28.7,27.0,95.0,133,2025-11-07 10:00:00,,,,
65.2,41.1,696.0,17.6,30.1,130.0,132,2025-11-07 11:00:00,,,,
46.1,31.2,520.0,11.4,29.0,148.0,132,2025-11-07 12:00:00,,,,
45.3,31.2,390.0,7.3,25.7,158.0,131,2025-11-07 13:00:00,,,,
46.9,32.7,320.0,6.0,23.1,161.0,130,2025-11-07 14:00:00,,,,
48.1,34.0,314.0,7.9,22.5,156.0,130,2025-11-07 15:00:00,,,,
48.7,34.8,369.0,12.6,22.5,145.0,130,2025-11-07 16:00:00,,,,
45.1,34.2,491.0,18.8,22.5,127.0,130,2025-11-07 17:00:00,,,,
51.5,40.5,741.0,27.6,20.6,104.0,129,2025-11-07 18:00:00,,,,
53.8,41.9,1058.0,39.6,18.0,72.0,127,2025-11-07 19:00:00,,,,
54.1,42.3,1272.0,47.2,15.9,49.0,126,2025-11-07 20:00:00,,,,
54.1,42.5,1317.0,46.7,14.8,45.0,125,2025-11-07 21:00:00,,,,
54.4,42.8,1260.0,41.8,14.3,51.0,124,2025-11-07 22:00:00,,,,
55.1,43.5,1125.0,36.4,13.6,57.0,122,2025-11-07 23:00:00,,,,
55.1,43.5,865.0,31.4,12.5,60.0,120,2025-11-08 00:00:00,,,,
54.1,42.4,527.0,25.8,11.3,63.0,118,2025-11-08 01:00:00,,,,
52.6,41.0,284.0,21.1,10.4,66.0,116,2025-11-08 02:00:00,,,,
49.8,39.2,141.0,16.1,9.7,69.0,115,2025-11-08 03:00:00,,,,
47.7,37.7,91.0,11.9,9.3,71.0,114,2025-11-08 04:00:00,,,,
49.8,39.0,292.0,16.3,10.4,61.0,113,2025-11-08 05:00:00,,,,
52.5,41.0,1043.0,29.1,13.0,48.0,113,2025-11-08 06:00:00,,,,
63.1,50.4,2044.0,46.1,16.8,32.0,113,2025-11-08 07:00:00,,,,
67.3,56.3,2548.0,54.4,20.1,30.0,113,2025-11-08 08:00:00,,,,
62.9,51.9,2060.0,45.5,22.9,55.0,114,2025-11-08 09:00:00,,,,
58.6,44.8,1074.0,27.9,25.4,93.0,114,2025-11-08 10:00:00,,,,
51.7,39.2,329.0,13.9,26.5,123.0,113,2025-11-08 11:00:00,,,,
46.4,35.0,141.0,8.1,25.5,137.0,113,2025-11-08 12:00:00,,,,
45.4,34.1,194.0,5.9,23.2,143.0,114,2025-11-08 13:00:00,,,,
45.3,33.6,269.0,5.5,21.2,143.0,114,2025-11-08 14:00:00,,,,
45.5,32.7,277.0,5.6,20.2,135.0,114,2025-11-08 15:00:00,,,,
46.7,31.9,307.0,7.5,19.6,121.0,114,2025-11-08 16:00:00,,,,
52.3,36.6,414.0,13.0,20.6,109.0,113,2025-11-08 17:00:00,,,,
54.7,41.6,618.0,26.8,19.6,85.0,114,2025-11-08 18:00:00,,,,
59.5,45.5,898.0,46.0,18.2,52.0,114,2025-11-08 19:00:00,,,,
63.1,47.5,1246.0,61.0,17.5,26.0,114,2025-11-08 20:00:00,,,,
65.4,48.4,1767.0,68.2,18.1,15.0,115,2025-11-08 21:00:00,,,,
70.3,50.8,2355.0,71.4,19.3,11.0,115,2025-11-08 22:00:00,,,,
78.2,54.6,2682.0,71.7,19.8,10.0,116,2025-11-08 23:00:00,,,,
83.8,56.0,2549.0,69.2,18.9,10.0,117,2025-11-09 00:00:00,,,,
83.8,53.8,2155.0,64.0,17.3,13.0,119,2025-11-09 01:00:00,,,,
78.2,49.1,1773.0,57.6,15.9,17.0,120,2025-11-09 02:00:00,,,,
72.6,44.6,1419.0,48.6,14.7,22.0,121,2025-11-09 03:00:00,,,,
71.9,42.3,1077.0,38.4,13.7,27.0,121,2025-11-09 04:00:00,,,,
84.1,48.5,969.0,37.7,14.7,24.0,122,2025-11-09 05:00:00,,,,
89.6,53.4,1341.0,41.6,16.8,16.0,123,2025-11-09 06:00:00,,,,
103.1,66.4,1947.0,46.4,19.8,7.0,124,2025-11-09 07:00:00,,,,
112.9,82.9,2276.0,46.9,23.3,9.0,126,2025-11-09 08:00:00,,,,
91.5,55.3,2050.0,38.9,27.9,34.0,128,2025-11-09 09:00:00,,,,
82.2,41.6,1547.0,26.6,32.9,70.0,129,2025-11-09 10:00:00,,,,
75.0,37.7,1089.0,16.5,35.7,100.0,128,2025-11-09 11:00:00,,,,
68.5,35.6,766.0,11.1,34.6,118.0,128,2025-11-09 12:00:00,,,,
62.2,33.4,489.0,8.1,31.4,129.0,128,2025-11-09 13:00:00,,,,
58.4,31.8,312.0,6.8,28.4,133.0,128,2025-11-09 14:00:00,,,,
55.5,30.3,228.0,6.3,26.5,127.0,128,2025-11-09 15:00:00,,,,
52.5,28.4,244.0,7.6,24.9,114.0,128,2025-11-09 16:00:00,,,,
50.4,28.2,435.0,13.1,25.7,107.0,128,2025-11-09 17:00:00,,,,
48.9,30.9,928.0,27.5,23.8,80.0,127,2025-11-09 18:00:00,,,,
49.8,34.3,1596.0,47.4,21.1,43.0,126,2025-11-09 19:00:00,,,,
50.4,35.7,2131.0,62.5,19.5,15.0,124,2025-11-09 20:00:00,,,,
51.6,37.4,2452.0,68.1,20.0,6.0,123,2025-11-09 21:00:00,,,,
57.0,41.2,2639.0,68.8,21.5,5.0,122,2025-11-09 22:00:00,,,,
64.0,46.2,2629.0,68.8,22.5,6.0,121,2025-11-09 23:00:00,,,,
67.8,48.7,2304.0,69.8,22.3,5.0,120,2025-11-10 00:00:00,,,,
68.2,48.1,1782.0,70.0,21.7,4.0,119,2025-11-10 01:00:00,,,,
64.3,44.6,1345.0,67.7,20.6,5.0,119,2025-11-10 02:00:00,,,,
56.2,38.9,1004.0,60.3,18.7,9.0,118,2025-11-10 03:00:00,,,,
47.3,32.8,749.0,50.4,16.4,15.0,118,2025-11-10 04:00:00,,,,
46.3,30.4,831.0,37.6,13.8,26.0,117,2025-11-10 05:00:00,,,,
51.1,33.9,1649.0,41.7,15.9,19.0,115,2025-11-10 06:00:00,,,,
62.4,44.7,2806.0,47.0,18.9,11.0,113,2025-11-10 07:00:00,,,,
70.8,57.3,3355.0,47.3,22.2,14.0,111,2025-11-10 08:00:00,,,,
51.5,37.0,2678.0,38.1,26.2,40.0,108,2025-11-10 09:00:00,,,,
43.9,27.1,1394.0,24.0,30.4,77.0,106,2025-11-10 10:00:00,,,,
41.9,26.4,420.0,12.9,32.8,108.0,104,2025-11-10 11:00:00,,,,
38.9,25.6,157.0,8.0,31.9,127.0,103,2025-11-10 12:00:00,,,,
36.4,24.9,204.0,6.2,29.2,140.0,102,2025-11-10 13:00:00,,,,
35.9,24.7,278.0,5.9,26.7,144.0,101,2025-11-10 14:00:00,,,,
34.5,23.8,264.0,5.5,25.1,139.0,101,2025-11-10 15:00:00,28.2,39.0,19.6,1010.3
32.8,22.5,277.0,6.6,23.7,126.0,100,2025-11-10 16:00:00,27.7,40.0,18.9,1010.5
30.9,21.9,381.0,12.5,23.0,108.0,99,2025-11-10 17:00:00,27.1,42.0,17.9,1011.1
33.1,26.0,628.0,28.9,21.8,81.0,99,2025-11-10 18:00:00,26.2,45.0,16.5,1011.6
37.3,31.0,965.0,51.6,20.2,45.0,98,2025-11-10 19:00:00,25.6,49.0,15.1,1012.2
41.0,34.7,1300.0,68.8,19.7,17.0,98,2025-11-10 20:00:00,25.1,50.0,13.6,1012.7
46.7,39.6,1651.0,75.1,21.5,7.0,98,2025-11-10 21:00:00,25.0,51.0,12.7,1013.1
53.8,45.4,2000.0,75.9,24.5,7.0,98,2025-11-10 22:00:00,24.8,51.0,12.8,1013.2
59.6,50.3,2202.0,75.9,26.7,7.0,99,2025-11-10 23:00:00,24.5,51.0,12.2,1013.5
62.2,52.2,2172.0,76.8,27.3,6.0,99,2025-11-11 00:00:00,24.1,52.0,11.6,1013.2
62.6,51.9,1995.0,76.9,27.1,6.0,99,2025-11-11 01:00:00,23.9,54.0,10.4,1012.9
61.9,50.9,1774.0,75.8,26.5,6.0,100,2025-11-11 02:00:00,23.6,55.0,9.5,1012.6
61.5,51.1,1446.0,73.1,25.3,6.0,100,2025-11-11 03:00:00,23.3,56.0,7.9,1012.3
60.8,50.6,1075.0,69.1,23.8,5.0,101,2025-11-11 04:00:00,23.1,57.0,7.1,1012.3
60.8,50.5,958.0,65.6,22.7,5.0,103,2025-11-11 05:00:00,22.7,58.0,6.6,1012.4
64.5,56.3,1394.0,62.2,21.5,2.0,105,2025-11-11 06:00:00,22.5,59.0,5.8,1012.9
74.5,68.0,2085.0,57.0,20.3,0.0,108,2025-11-11 07:00:00,22.5,60.0,5.3,1013.8
86.6,82.7,2434.0,49.9,22.7,7.0,110,2025-11-11 08:00:00,23.3,57.0,4.8,1014.6
57.9,48.9,2077.0,39.5,32.9,37.0,113,2025-11-11 09:00:00,24.2,54.0,4.8,1015.3
41.8,29.3,1378.0,27.1,46.8,78.0,114,2025-11-11 10:00:00,25.3,48.0,4.5,1015.6
34.0,25.6,829.0,17.4,55.2,112.0,114,2025-11-11 11:00:00,26.3,43.0,5.1,1015.1
33.4,26.4,638.0,12.0,53.1,134.0,114,2025-11-11 12:00:00,27.4,38.0,6.9,1014.0
33.4,27.1,596.0,9.1,45.6,150.0,114,2025-11-11 13:00:00,28.1,37.0,11.3,1013.0
33.4,27.5,571.0,8.0,38.9,157.0,115,2025-11-11 14:00:00,28.4,38.0,16.2,1012.2
33.1,27.3,496.0,7.4,35.5,156.0,115,2025-11-11 15:00:00,27.9,42.0,19.9,1011.9
32.0,26.5,438.0,8.6,33.0,146.0,115,2025-11-11 16:00:00,27.4,44.0,19.7,1012.0
27.8,22.8,458.0,13.5,28.9,128.0,116,2025-11-11 17:00:00,26.8,46.0,18.5,1012.8
31.0,26.8,609.0,30.6,26.5,97.0,116,2025-11-11 18:00:00,25.7,49.0,17.8,1013.5
34.8,31.1,839.0,54.2,23.2,54.0,116,2025-11-11 19:00:00,25.1,52.0,17.1,1014.1
36.6,32.8,1054.0,72.0,21.3,21.0,116,2025-11-11 20:00:00,24.7,54.0,15.5,1014.8
40.7,36.1,1269.0,78.2,22.2,10.0,116,2025-11-11 21:00:00,24.5,55.0,12.3,1015.2
46.4,40.9,1469.0,78.6,24.5,10.0,115,2025-11-11 22:00:00,24.3,56.0,9.8,1015.3
